Hour:,total number of Shipment:, Total Miles Driven: ,Truck 0's coordinates ,Truck 1's coordinates ,Truck 2's coordinates ,Truck 3's coordinates ,Truck 4's coordinates ,Truck 5's coordinates ,Truck 6's coordinates ,Truck 7's coordinates ,Truck 8's coordinates ,Truck 9's coordinates ,Truck 10's coordinates ,Truck 11's coordinates ,Truck 12's coordinates ,Truck 13's coordinates ,Truck 14's coordinates ,Truck 15's coordinates ,Truck 16's coordinates ,Truck 17's coordinates ,Truck 18's coordinates ,Truck 19's coordinates ,
220,405,34325.98654433548,(200.3620120400058:115.49694400941308),(308.7081155170677:45.96203620984992),(292.8765560899404:196.3272932010575),(143.0028610442933:36.64520743619827),(370.89993256194816:70.50550113901768),(251.51165310970316:55.39036004792075),(294.91700529362225:192.37776764690068),(301.7375307099716:155.75730056280918),(336.0369059466728:50.80176614972651),(353.38550636744884:187.71799958053586),(99.54872173816266:111.4811505732359),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
221,409,34338.30167940243,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(292.8765560899404:196.3272932010575),(143.0028610442933:36.64520743619827),(370.89993256194816:70.50550113901768),(251.51165310970316:55.39036004792075),(294.91700529362225:192.37776764690068),(301.7375307099716:155.75730056280918),(336.0369059466728:50.80176614972651),(353.38550636744884:187.71799958053586),(99.54872173816266:111.4811505732359),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
222,413,34440.29963194509,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(143.0028610442933:36.64520743619827),(370.89993256194816:70.50550113901768),(251.51165310970316:55.39036004792075),(294.91700529362225:192.37776764690068),(301.7375307099716:155.75730056280918),(336.0369059466728:50.80176614972651),(353.38550636744884:187.71799958053586),(99.54872173816266:111.4811505732359),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
223,417,34584.553461434785,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(370.89993256194816:70.50550113901768),(251.51165310970316:55.39036004792075),(294.91700529362225:192.37776764690068),(301.7375307099716:155.75730056280918),(336.0369059466728:50.80176614972651),(353.38550636744884:187.71799958053586),(99.54872173816266:111.4811505732359),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
224,421,34714.51959244507,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(251.51165310970316:55.39036004792075),(294.91700529362225:192.37776764690068),(301.7375307099716:155.75730056280918),(336.0369059466728:50.80176614972651),(353.38550636744884:187.71799958053586),(99.54872173816266:111.4811505732359),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
225,425,34723.6955006147,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(294.91700529362225:192.37776764690068),(301.7375307099716:155.75730056280918),(336.0369059466728:50.80176614972651),(353.38550636744884:187.71799958053586),(99.54872173816266:111.4811505732359),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
226,429,34730.88394066593,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(301.7375307099716:155.75730056280918),(336.0369059466728:50.80176614972651),(353.38550636744884:187.71799958053586),(99.54872173816266:111.4811505732359),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
227,433,35027.497601134615,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(336.0369059466728:50.80176614972651),(353.38550636744884:187.71799958053586),(99.54872173816266:111.4811505732359),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
228,437,35137.85845189003,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(332.04026103273395:50.96556307242892),(353.38550636744884:187.71799958053586),(99.54872173816266:111.4811505732359),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
229,441,35272.7539286487,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(332.04026103273395:50.96556307242892),(351.0626076409386:184.46159949664303),(99.54872173816266:111.4811505732359),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
230,445,35648.15872651587,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(332.04026103273395:50.96556307242892),(351.0626076409386:184.46159949664303),(103.3258782598138:112.79761880716643),(192.0893359303965:74.54167037177035),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
231,449,35871.73080945519,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(332.04026103273395:50.96556307242892),(351.0626076409386:184.46159949664303),(103.3258782598138:112.79761880716643),(188.5520028331598:76.4090949510222),(304.36708679092607:114.97589495793025),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
232,453,35937.30377244265,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(332.04026103273395:50.96556307242892),(351.0626076409386:184.46159949664303),(103.3258782598138:112.79761880716643),(188.5520028331598:76.4090949510222),(301.94591286282844:111.79188540865118),(203.06338963025394:42.10804340483573),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
233,457,36166.496016021905,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(332.04026103273395:50.96556307242892),(351.0626076409386:184.46159949664303),(103.3258782598138:112.79761880716643),(188.5520028331598:76.4090949510222),(301.94591286282844:111.79188540865118),(197.06915232391339:41.8451382598208),(195.5997235743263:222.74215824284042),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
234,461,36406.06418441285,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(332.04026103273395:50.96556307242892),(351.0626076409386:184.46159949664303),(103.3258782598138:112.79761880716643),(188.5520028331598:76.4090949510222),(301.94591286282844:111.79188540865118),(197.06915232391339:41.8451382598208),(201.563334808356:222.082354446735),(315.56278995699097:74.65058742171655),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
235,465,36475.97895734156,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(332.04026103273395:50.96556307242892),(351.0626076409386:184.46159949664303),(103.3258782598138:112.79761880716643),(188.5520028331598:76.4090949510222),(301.94591286282844:111.79188540865118),(197.06915232391339:41.8451382598208),(201.563334808356:222.082354446735),(317.7048617712629:80.25518627823624),(264.78170480892226:79.8350659387517),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
236,469,36485.56973625835,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(332.04026103273395:50.96556307242892),(351.0626076409386:184.46159949664303),(103.3258782598138:112.79761880716643),(188.5520028331598:76.4090949510222),(301.94591286282844:111.79188540865118),(197.06915232391339:41.8451382598208),(201.563334808356:222.082354446735),(317.7048617712629:80.25518627823624),(262.7505197816255:72.09721821571623),(276.216823538562:190.78122423830163),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
237,473,36828.116053141515,(200.3620120400058:115.49694400941308),(308.5906714731648:47.958584956199914),(294.8653339162986:196.53886531024455),(141.00312113922905:36.612953566761746),(369.25447188576163:71.64236487892838),(253.467257937858:54.971301870459),(298.727642138497:193.5939283420735),(297.89548804724177:154.64432788670092),(332.04026103273395:50.96556307242892),(351.0626076409386:184.46159949664303),(103.3258782598138:112.79761880716643),(188.5520028331598:76.4090949510222),(301.94591286282844:111.79188540865118),(197.06915232391339:41.8451382598208),(201.563334808356:222.082354446735),(317.7048617712629:80.25518627823624),(262.7505197816255:72.09721821571623),(268.289098051416:189.70829898440218),(102.61295546567558:193.00660993146715),(191.05379496129083:81.18961512558927),
